Organization CRD#,Primary Business Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Postal Code,Main Office Telephone Number,World Wide Web Site Address,Discretionary AUM,Discretionary accounts,Average discretionary account AUM,Non-discretionary AUM,Non-discretionary accounts,Average non-discretionary account AUM,Total AUM,Total accounts,Average total account AUM
160533,Sitrin Capital Management LLC,2049 Century Park East,Suite 3640,Century City,CA,90067,(424) 777-4400,sitrincapital.com,"$134,000,000 ",218,"$614,679 ","$20,070,000 ",143,"$140,350 ","$154,070,000 ",361,"$426,787 "
109114,Sk Wealth Management LLC,55 Dorrance St,,Providence,RI,2903,(401) 331-1575,skwealth.com,"$105,273,927 ",692,"$152,130 ","$3,269,126 ",1,"$3,269,126 ","$108,543,053 ",693,"$156,628 "
149094,Skybox Financial Group Inc.,8792 Sr 70,,Bradenton,FL,34202,(941) 753-3814,skyboxfinancial.com,"$59,000,000 ",350,"$168,571 ","$42,000,000 ",164,"$256,098 ","$101,000,000 ",514,"$196,498 "
114596,Slayton Lewis Inc.,22 East 100 South,Third Floor,Salt Lake City,UT,84111,(801) 521-2191,slaytonlewis.com,"$132,500,000 ",210,"$630,952 ","$10,407,000 ",4,"$2,601,750 ","$142,907,000 ",214,"$667,790 "
142276,Sloan Wealth Management LLC,100 Crescent Court,Suite 1130,Dallas,TX,75201,(214) 720-7500,sloanwm.com,"$329,920,836 ",576,"$572,779 ","$1,200,000 ",156,"$7,692 ","$331,120,836 ",732,"$452,351 "
104929,Slocum Gordon & Co. Llp,39 Mill St.,,Newport,RI,2840,(401) 849-4900,slocumgordon.com,"$157,126,898 ",267,"$588,490 ","$500,000 ",1,"$500,000 ","$157,626,898 ",268,"$588,160 "
109540,Smith & Howard Wealth Management LLC,171 17th St.,Suite 900,Atlanta,GA,30363,(404) 874-6244,smithhowardwealth.com,"$361,953,955 ",163,"$2,220,576 ",$0 ,0,,"$361,953,955 ",163,"$2,220,576 "
144386,Smith Anglin Financial LLC,"16000 North Dallas Parkway, Suite 850",,Dallas,TX,75248,(972) 267-1244,smithanglin.com,"$296,101,632 ",849,"$348,765 ","$34,192,570 ",937,"$36,492 ","$330,294,202 ","1,786","$184,935 "
129614,Smith Salley & Associates LLC,300 East Wendover Ave.,Suite 301,Greensboro,NC,27401,(336) 379-7556,smith-salley.com,"$185,503,732 ",309,"$600,336 ",$0 ,0,,"$185,503,732 ",309,"$600,336 "
120943,Snider Advisors,222 W. Las Colinas Blvd.,Suite 543E,Irving,TX,75039,(214) 220-0055,snideradvisors.com,"$70,845,988 ",233,"$304,060 ",$0 ,0,,"$70,845,988 ",233,"$304,060 "
146883,Snowcap Capital Management,8117 Preston Road,Suite 610,Dallas,TX,75225,(214) 739-2025,,"$108,721,000 ",15,"$7,248,067 ","$7,766,000 ",4,"$1,941,500 ","$116,487,000 ",19,"$6,130,895 "
152667,Sns Financial Group LLC,551 Coon Rapids Blvd.,Suite 100,Coon Rapids,MN,55433,(763) 421-5300,,"$52,700,000 ",520,"$101,346 ","$3,400,000 ",30,"$113,333 ","$56,100,000 ",550,"$102,000 "
142510,Soho Financial Services LLC,2500 Anthem Village Drive,,Henderson,NV,89052,(775) 298-4879,sohofsllc.com,"$46,000,000 ",82,"$560,976 ",$0 ,0,,"$46,000,000 ",82,"$560,976 "
116001,Sokolowski Investment Advisors LLC,95 College St.,,Burlington,VT,5401,(802) 489-5342,siawealthadvisors.com,"$56,856,942 ",241,"$235,921 ","$1,399,447 ",27,"$51,831 ","$58,256,389 ",268,"$217,375 "
122547,Sonas Financial Group Inc.,Board Of Trade Building 4800 Main St.,Suite 330,Kansas City,MO,64112,(816) 753-2210,sonasfinancial.com,"$62,715,481 ",366,"$171,354 ","$4,921,464 ",9,"$546,829 ","$67,636,945 ",375,"$180,365 "
107438,Sound Investment Management Inc.,"8215 Tualatin Sherwood Road, Suite 200",,Tualatin,OR,97062,(503) 691-7030,,$0 ,0,,"$91,828,654 ",83,"$1,106,369 ","$91,828,654 ",83,"$1,106,369 "
141440,Sound Investment Strategies Inc.,"619 4th St., Suite B",,Mukilteo,WA,98275,(425) 353-4960,investsoundly.com,"$34,000,000 ",197,"$172,589 ",$0 ,0,,"$34,000,000 ",197,"$172,589 "
114437,Soundview Advisors,1441 West Bay Drive,Suite 201,Olympia,WA,98502,(360) 867-9890,soundviewadvisors.com,"$144,745,215 ",757,"$191,209 ",$0 ,0,,"$144,745,215 ",757,"$191,209 "
112188,South Texas Money Management Ltd.,100 W. Olmos Dr. Ste 101,,San Antonio,TX,78212,(210) 824-8916,stmmltd.com,"$1,772,936,780 ","2,212","$801,508 ","$44,862,292 ",27,"$1,661,566 ","$1,817,799,072 ","2,239","$811,880 "
107588,Southeast Asset Advisors Inc.,314 Gordon Ave.,,Thomasville,GA,31792,(229) 226-8839,assetadvisor.com,"$579,660,290 ",593,"$977,505 ","$890,975,798 ",172,"$5,180,092 ","$1,470,636,088 ",765,"$1,922,400 "
105582,Southern Capital Services Inc.,29000 Us Hwy 98,"the Summit, Suite 203-B",Daphne,AL,36526,(251) 626-1140,southerncapitalservices.com,"$69,537,451 ",515,"$135,024 ",$0 ,0,,"$69,537,451 ",515,"$135,024 "
131377,Southern Trust Financial Planning,"1800 2Nd St., Suite 892",,Sarasota,FL,34236,(941) 308-0041,,"$91,960,696 ",704,"$130,626 ",$0 ,0,,"$91,960,696 ",704,"$130,626 "
149040,Sovereign Investment Advisors LLC,"4505 E. Chandler Blvd, Ste 100",,Phoenix,AZ,85048,(480) 385-2840,sovereignfinance.com,"$7,761,963 ",2,"$3,880,982 ",$0 ,0,,"$7,761,963 ",2,"$3,880,982 "
151419,Sovereign Private Wealth Inc.,28050 U. S. Highway 19 N.,,Clearwater,FL,33761,(727) 784-4841,,"$24,463,383 ",155,"$157,828 ","$6,732,683 ",44,"$153,016 ","$31,196,066 ",199,"$156,764 "
140639,Sovereign Wealth Advisors Inc.,777 108th Ave. Ne,Suite 1880,Bellevue,WA,98004,(425) 289-4222,sovereignwa.com,"$121,139,378 ",464,"$261,076 ","$3,353,086 ",2,"$1,676,543 ","$124,492,464 ",466,"$267,151 "
127145,Sowell Management Services,7301 River Pointe Drive,,North Little Rock,AR,72113,(501) 219-2434,sowellmanagement.com,"$445,842,987 ","2,000","$222,921 ",$0 ,0,,"$445,842,987 ","2,000","$222,921 "
113178,Sp Asset Management,20380 Town Center Lane,Suite 205,Cupertino,CA,95014,(408) 257-7711,,"$95,000,000 ",100,"$950,000 ",$0 ,0,,"$95,000,000 ",100,"$950,000 "
111007,Spectrum Asset Management Inc.,1301 Dove St.,Suite 970,Newport Beach,CA,92660,(949) 717-3400,myspectrum.com,"$333,103,892 ",649,"$513,257 ","$29,947,439 ",1,"$29,947,439 ","$363,051,331 ",650,"$558,541 "
127746,Spectrum Financial Management,899 Northgate Drive,Suite 305,San Rafael,CA,94903,(415) 472-7300,spectrumfinancialmgmt.com,"$88,740,289 ",122,"$727,379 ","$3,672,024 ",3,"$1,224,008 ","$92,412,313 ",125,"$739,299 "
127453,Spectrum Financial Resources,1739 West Big Beaver,,Troy,MI,48084,(248) 643-0033,spectrumfc.com,"$46,720,000 ",309,"$151,197 ","$1,000,000 ",5,"$200,000 ","$47,720,000 ",314,"$151,975 "
154532,Spectrum Management Group Inc.,600 East 96th St.,Suite 130,Indianapolis,IN,46240,(317) 663-5600,spectrum-mgmt.com,"$333,545,712 ",640,"$521,165 ","$862,665 ",8,"$107,833 ","$334,408,377 ",648,"$516,062 "
105428,Spero-Smith Investment Advisers Inc.,"3601 Green Road, Suite 102",,Beachwood,OH,44122,(216) 464-6266,sperosmith.com,"$504,442,127 ","1,223","$412,463 ","$10,667,401 ",192,"$55,559 ","$515,109,528 ","1,415","$364,035 "
118885,Spinnaker Financial Advisors LLC,2962 Cortez Ave.,,Idaho Falls,ID,83404,(208) 542-0742,spinnakerfinancial.com,"$38,667,472 ",210,"$184,131 ","$84,339 ",1,"$84,339 ","$38,751,811 ",211,"$183,658 "
107400,Spoor Behrins Campbell & Young Securities Corp,42 Main St.,,Clinton,NJ,8809,(908) 735-0448,,$0 ,0,,"$125,923,381 ",139,"$905,924 ","$125,923,381 ",139,"$905,924 "
146486,Spoor T. Richard,184 Main St.,,Lakeville,CT,6039,(860) 435-1211,,"$107,185,556 ",86,"$1,246,344 ",$0 ,0,,"$107,185,556 ",86,"$1,246,344 "
147075,Spraker Wealth Management Inc.,543 N. Wymore Rd.,Suite 104,Maitland,FL,32751,(407) 478-7899,sprakerwealth.com,"$89,009,466 ",283,"$314,521 ","$1,325,864 ",6,"$220,977 ","$90,335,330 ",289,"$312,579 "
155402,Spruce Hill Capital LLC,2614 Boston Post Road,,Guilford,CT,6437,(203) 874-3133,pjnfm.net,"$148,184,285 ",745,"$198,905 ",$0 ,0,,"$148,184,285 ",745,"$198,905 "
122149,Spruce Private Investors LLC,One Stamford Plaza,"263 Tresser Boulevard, 15th Floor",Stamford,CT,6901,(203) 428-2600,spruceinvest.com,"$1,173,566,000 ",189,"$6,209,344 ","$1,756,286,000 ",27,"$65,047,630 ","$2,929,852,000 ",216,"$13,564,130 "
124778,St. John & Associates Inc.,500 Sun Valley Drive Suite D-3 & D-4,,Roswell,GA,30076,(770) 642-7631,stjohnfinancial.com,"$51,031,225 ",521,"$97,949 ","$1,024,535 ",2,"$512,268 ","$52,055,760 ",523,"$99,533 "
110061,Staar Financial Advisors Inc.,604 Mcknight Park Drive,,Pittsburgh,PA,15237,(412) 367-9076,staarinvest.com,"$32,400,000 ",37,"$875,676 ","$1,000,000 ",7,"$142,857 ","$33,400,000 ",44,"$759,091 "
129507,Standard Planning Co.,11 School St.,,Rockport,MA,1966,(978) 546-9800,standardplanning.com,$0 ,0,,"$29,000,000 ",230,"$126,087 ","$29,000,000 ",230,"$126,087 "
136729,Stanley F. Green LLC,700 Larkspur Landing Circle,Ste. 285,Larkspur,CA,94939,(415) 461-7826,,"$95,364,787 ",276,"$345,525 ","$1,302,457 ",3,"$434,152 ","$96,667,244 ",279,"$346,478 "
107178,Starfire Investment Advisers Inc.,"3000 Town Center, Suite 2235",,Southfield,MI,48075,(248) 352-2211,starfireinvest.com,"$224,860,273 ",876,"$256,690 ","$782,541 ",7,"$111,792 ","$225,642,814 ",883,"$255,541 "
118637,Starmont Asset Management LLC,Bishop Ranch 6,2400 Camino Ramon Ste 130,San Ramon,CA,94583,(925) 830-2100,starmont.com,"$100,000,000 ",384,"$260,417 ",$0 ,0,,"$100,000,000 ",384,"$260,417 "
106298,Stearns Financial Group,"324 W Wendover, Ste 204",,Greensboro,NC,27408,(336) 230-1811,sfsg.net,"$454,988,923 ","1,343","$338,785 ","$15,599,500 ",134,"$116,414 ","$470,588,423 ","1,477","$318,611 "
134530,Steffes Financial Ltd,8655 College Blvd,Suite 101,Overland Park,KS,66210,(913) 722-1111,steffesfinancial.com,"$123,000,000 ",658,"$186,930 ","$39,000,000 ",14,"$2,785,714 ","$162,000,000 ",672,"$241,071 "
114518,Stegent Equity Advisors Inc.,24 Greenway Plaza,Suite 515,Houston,TX,77046,(713) 840-9300,stegentequity.com,"$105,500,000 ",310,"$340,323 ","$800,000 ",7,"$114,286 ","$106,300,000 ",317,"$335,331 "
111685,Steigerwald Gordon & Koch - Wealth Advisors,"891-A Harrison St., S.E.",,Leesburg,VA,20175,(703) 777-8826,sgkwealthadvisors.com,"$227,126,459 ",307,"$739,826 ",$0 ,0,,"$227,126,459 ",307,"$739,826 "
145103,Stelac Advisory Services LLC,598 Madison Ave.,Floor 5,New York,NY,10022,(212) 920-3890,stelac.com/advisory,"$170,000,000 ",26,"$6,538,462 ","$663,000,000 ",235,"$2,821,277 ","$833,000,000 ",261,"$3,191,571 "
122725,Stephen M. Gross Inc.,115 River Road Suite 1208: Building 12,,Edgewater,NJ,7020,(201) 313-0999,stevegrossinc.com,"$67,681,280 ",196,"$345,313 ",$0 ,0,,"$67,681,280 ",196,"$345,313 "
140245,Stephen M. Mintz Dba Stephen M. Mintz Fee-Only Financial Consul,1900 N. 18th St.,Suite 406,Monroe,LA,71201,(318) 325-5090,,"$26,700,000 ",150,"$178,000 ","$112,600,000 ",150,"$750,667 ","$139,300,000 ",300,"$464,333 "
107999,Stepp & Rothwell Inc.,7300 College Blvd.,Suite 100,Overland Park,KS,66210,(913) 345-4800,steppandrothwell.com,"$347,653,256 ",957,"$363,274 ","$63,752,127 ",552,"$115,493 ","$411,405,383 ","1,509","$272,634 "
107783,Sterling Financial Advisors LLC,3838 Davenport,,Omaha,NE,68131,(402) 970-9300,sterlingfinancialworld.com,"$24,000,000 ",185,"$129,730 ","$6,000,000 ",25,"$240,000 ","$30,000,000 ",210,"$142,857 "
117287,Sterling Investment AdvisorsLLC,2095 S. Boston Place,,Bolivar,MO,65613,(417) 777-7677,investwithsterling.com,"$99,057,000 ",308,"$321,614 ",$0 ,0,,"$99,057,000 ",308,"$321,614 "
111463,Sterneck Capital Management LLC,4510 Belleview Ave.,Suite 204,Kansas City,MO,64111,(816) 531-2254,sterneckcapital.com,"$334,313,104 ",593,"$563,766 ","$4,676,776 ",6,"$779,463 ","$338,989,880 ",599,"$565,926 "
117909,Steve Robbins Inc.,325 Rue Saint Francois,,Florissant,MO,63031,(314) 839-4600,steverobbinsonline.com,"$22,944,735 ",350,"$65,556 ","$1,522,951 ",111,"$13,720 ","$24,467,686 ",461,"$53,075 "
129446,Steven L. Pomeranz Financial Management Inc.,555 S. Federal Highway,Suite 210,Boca Raton,FL,33432,(561) 362-7850,slpomeranz.com,"$187,312,020 ",470,"$398,536 ",$0 ,0,,"$187,312,020 ",470,"$398,536 "
131006,Steven Welch Cpa,"313 Nw ""A"" St.",,Grants Pass,OR,97527,(541) 474-6616,stevenwelchcpa.com,"$66,000,000 ",350,"$188,571 ",$0 ,0,,"$66,000,000 ",350,"$188,571 "
108502,Stevens First PrInc.iples Investment Advisors,4100 Newport Place Dr.,Suite 720,Newport Beach,CA,92660,(949) 251-9333,sfpria.com,"$312,208,546 ",415,"$752,310 ","$3,217,794 ",2,"$1,608,897 ","$315,426,340 ",417,"$756,418 "
123043,Stevens Wealth Management LLC,500 Lake Cook Road,Suite 350,Deerfield,IL,60015,(847) 282-9910,stevenswealth.com,"$184,758,607 ",97,"$1,904,728 ",$0 ,0,,"$184,758,607 ",97,"$1,904,728 "
149946,Stillwater Capital Advisors LLC,"200 W. Lancaster Ave., Suite 207",,Wayne,PA,19087,(610) 848-6760,stillwateradv.com,"$260,600,000 ",683,"$381,552 ","$150,400,000 ",408,"$368,627 ","$411,000,000 ","1,091","$376,719 "
139410,Stone House Investment Management LLC,210 Maple St.,,Montrose,PA,18801,(570) 278-6926,oilandgaslease.ning.com,"$43,435,520 ",381,"$114,004 ",$0 ,0,,"$43,435,520 ",381,"$114,004 "
145039,Stonebridge Capital Management Viii LLC,33 Clinton Road,,West Caldwell,NJ,7006,(973) 244-9696,sbcm.net,"$3,796,728 ",16,"$237,296 ",$0 ,0,,"$3,796,728 ",16,"$237,296 "
122477,Stonebridge Wealth Management,215 Ward Circle,Suite 101,Brentwood,TN,37027,(615) 309-0969,stonebridgeadvisers.com,"$51,800,000 ",239,"$216,736 ",$0 ,0,,"$51,800,000 ",239,"$216,736 "
121412,Stonegate Wealth Management LLC,17-17 Route 208,Suite 250,Fair Lawn,NJ,7410,(201) 791-0085,stonegatewealth.com,"$196,215,000 ",700,"$280,307 ","$6,123,230 ",25,"$244,929 ","$202,338,230 ",725,"$279,087 "
150673,Storey & Associates,1360 South Main St.,,North Canton,OH,44720,(330) 526-8944,storeycapital.com,"$125,810,903 ",458,"$274,696 ","$39,075 ",7,"$5,582 ","$125,849,978 ",465,"$270,645 "
108706,Strategic Advisory Services L.P.,"5850 San Felipe, Suite 425",,Houston,TX,77057,(713) 977-3800,askstrategicadvisory.com,$0 ,0,,"$84,680,021 ",250,"$338,720 ","$84,680,021 ",250,"$338,720 "
128199,Strategic Family Wealth Counselors LLC,100 Passaic Ave.,,Fairfield,NJ,7004,(973) 575-3444,strategicfamilywealth.com,"$410,774,000 ","1,300","$315,980 ","$65,080,000 ",60,"$1,084,667 ","$475,854,000 ","1,360","$349,893 "
127924,Strategic Financial,"One Boardwalk Ave.,",Suite 103,Thousand Oaks,CA,91360,(805) 494-1825,,$0 ,0,,"$41,256,178 ",139,"$296,807 ","$41,256,178 ",139,"$296,807 "
122898,Strategic Financial Designs Inc.,1780 Ash St.,Suite 200,Northfield,IL,60093,(847) 441-8700,sfd-inc.com,$0 ,0,,"$64,774,100 ",332,"$195,103 ","$64,774,100 ",332,"$195,103 "
144287,Strategic Financial Group LLC,101 East 90th Drive,,Merrillville,IN,46410,(219) 736-8902,sfgweb.com,"$132,699,866 ","1,159","$114,495 ","$7,242,274 ",49,"$147,802 ","$139,942,140 ","1,208","$115,846 "
118450,Strategic Financial Planning Inc.,"6513 Preston Rd., Suite 100",,Plano,TX,75024,(972) 403-1234,strategicfp.com,"$42,049,232 ",248,"$169,553 ",$0 ,0,,"$42,049,232 ",248,"$169,553 "
124855,Strategic Planning Group Inc.,57 River St.,#306,Wellesley,MA,2481,(781) 444-9010,relaxingretirement.com,$0 ,0,,"$145,000,000 ",824,"$175,971 ","$145,000,000 ",824,"$175,971 "
107180,Strategic Wealth Management Inc.,"550 Kirkland Way, Suite 200",,Kirkland,WA,98033,(425) 250-7600,swm.com,"$401,667,669 ",82,"$4,898,386 ","$46,585,208 ",20,"$2,329,260 ","$448,252,877 ",102,"$4,394,636 "
140745,Strategic Wealth Management LLC,555 Pleasantville Rd.,North Building,Briarcliff Manor,NY,10510,(646) 220-3327,,$0 ,0,,"$29,000,000 ",102,"$284,314 ","$29,000,000 ",102,"$284,314 "
123321,Strategic Wealth Management LLC,"114 State St., Suite 2E",,Peoria,IL,61602,(309) 673-7526,,"$44,707,096 ",338,"$132,270 ",$0 ,0,,"$44,707,096 ",338,"$132,270 "
147168,Strategic Wealth Partners LLC,520 Lake Cook Road,Suite 270,Deerfield,IL,60015,(224) 632-1600,stratwealth.com,"$448,796,187 ","1,096","$409,486 ","$302,121,438 ",516,"$585,507 ","$750,917,625 ","1,612","$465,830 "
153653,Strategies Investment Management LLC,1900 Wazee St,Suite 1535,Denver,CO,80202,(303) 926-9600,,"$19,890,859 ",24,"$828,786 ",$0 ,0,,"$19,890,859 ",24,"$828,786 "
144009,Stratford Consulting LLC,15303 Dallas Parkway,Suite 460,Addison,TX,75001,(972) 960-3780,stratfordconsulting.net,"$187,769,010 ",481,"$390,372 ","$6,328,557 ",30,"$210,952 ","$194,097,567 ",511,"$379,839 "
109586,Strauss Financial Group Inc.,2201 Cahaba Valley Drive,Suite 200,Birmingham,AL,35242,(205) 967-9595,straussfinancial.com,"$70,000,000 ",375,"$186,667 ",$0 ,0,,"$70,000,000 ",375,"$186,667 "
109829,Successful Money Strategies Inc.,10 North Main St.,,Fall River,MA,2720,(508) 730-2300,successfulmoney.com,"$100,740,531 ",547,"$184,169 ",$0 ,0,,"$100,740,531 ",547,"$184,169 "
152429,Successful Portfolios LLC,Sentinel Square - Suite #166,300 South Duncan Ave.,Clearwater,FL,33755,(727) 744-3614,successfulportfolios.com,"$67,000,000 ",45,"$1,488,889 ","$8,000,000 ",3,"$2,666,667 ","$75,000,000 ",48,"$1,562,500 "
106029,Sullivan & Serwitz,779 Altos Oaks Drive,,Los Altos,CA,94024,(650) 949-2221,sullivanserwitz.com,$0 ,0,,"$527,000,000 ",605,"$871,074 ","$527,000,000 ",605,"$871,074 "
109606,Summit Asset Management LLC,5100 Wheelis Drive,Suite 107,Memphis,TN,38117,(901) 729-8100,summitassetmanagement.com,"$408,463,344 ","1,140","$358,301 ","$10,980,652 ",21,"$522,888 ","$419,443,996 ","1,161","$361,278 "
139728,Summit Asset Strategies Wealth Management LLC,10655 Ne 4th St. Ste 500,,Bellevue,WA,98004,(425) 646-7101,summitassetstrategies.com,"$43,091,000 ",268,"$160,787 ","$2,349,000 ",2,"$1,174,500 ","$45,440,000 ",270,"$168,296 "
156195,Summit Cpa Group,9815 Dawson'S Creek Blvd,,Fort Wayne,IN,46825,(260) 497-9761,summitcpa.net,"$41,000,000 ",130,"$315,385 ",$0 ,0,,"$41,000,000 ",130,"$315,385 "
110112,Summit Financial Strategies Inc.,7965 North High St.,Suite 350,Columbus,OH,43235,(614) 885-1115,summitfin.com,"$398,089,951 ",371,"$1,073,019 ","$190,644,154 ",133,"$1,433,415 ","$588,734,105 ",504,"$1,168,123 "
147984,Summit Place Financial Advisors LLC,"18 Bank St., Suite 200",,Summit,NJ,7901,(908) 517-5880,summitplacefinancial.com,"$57,051,500 ",98,"$582,158 ",$0 ,0,,"$57,051,500 ",98,"$582,158 "
111243,Summit Portfolio Management Inc.,1635 Village Center Circle Century Park East,140,Las Vegas,NV,89134,(702) 838-9999,summitportfolio.com,"$93,600,123 ",410,"$228,293 ","$15,296,539 ",19,"$805,081 ","$108,896,662 ",429,"$253,838 "
144059,Summit Rock Advisors LLC,9 West 57th St.,12th Floor,New York,NY,10019,(212) 993-7150,summit-rock.com/,"$2,246,000,000 ",35,"$64,171,429 ","$4,341,700,000 ",23,"$188,769,565 ","$6,587,700,000 ",58,"$113,581,034 "
105714,Summit Wealth Management Inc.,115 Perimeter Center Place Ne,Suite 150,Atlanta,GA,30346,(770) 391-5831,summitwealthmanagement.com,"$463,000,000 ","1,936","$239,153 ","$54,000,000 ",306,"$176,471 ","$517,000,000 ","2,242","$230,598 "
111421,Sumnicht & Associates LLC,W6240 Communication Court,Suite #1,Appleton,WI,54914,(920) 731-4455,sumnicht.com,"$180,300,000 ",867,"$207,958 ","$97,500,000 ",553,"$176,311 ","$277,800,000 ","1,420","$195,634 "
111953,Sunrise Advisors,13401 Mission Road,Suite 201,Leawood,KS,66209,(913) 681-0215,sunriseadvisors.com,"$221,766,216 ",285,"$778,127 ","$7,546,019 ",1,"$7,546,019 ","$229,312,235 ",286,"$801,791 "
144240,Sunset Partners Capital Management LLC,3000 Dundee Road,Suite 203,Northbrook,IL,60062,(847) 412-9545,sunsetpartners.net,"$89,000,000 ",218,"$408,257 ","$12,000,000 ",2,"$6,000,000 ","$101,000,000 ",220,"$459,091 "
18313,Sussex Financial Group Inc.,60 Revere Drive,Ste 907,Northbrook,IL,60062,(847) 498-5722,,"$32,606,512 ",144,"$226,434 ",$0 ,0,,"$32,606,512 ",144,"$226,434 "
133859,Sustainable Wealth Management LLC,321 Mill St.,Suite 2,Eugene,OR,97401,(541) 345-5669,sustainablewealth.com,"$148,297,255 ",249,"$595,571 ",$0 ,0,,"$148,297,255 ",249,"$595,571 "
115652,Sutterfield Financial Group Inc.,501 Se Fourth St.,,Bartlesville,OK,74003,(918) 338-2255,sutterfieldfinancial.com,"$82,806,651 ","1,986","$41,695 ","$43,782,901 ",927,"$47,231 ","$126,589,552 ","2,913","$43,457 "
145359,Sutton Wealth Advisors Inc.,3708 West Swann Ave.,Suite 102,Tampa,FL,33609,(813) 514-1800,suttonwealth.com,"$114,909,812 ",296,"$388,209 ","$1,540,333 ",2,"$770,167 ","$116,450,145 ",298,"$390,772 "
118372,Sweetwater Financial Advisors LLC,4665 Sweetwater Blvd.,Suite 105,Sugar Land,TX,77479,(281) 491-3333,sfacorp.com,"$140,000,000 ",390,"$358,974 ",$0 ,0,,"$140,000,000 ",390,"$358,974 "
107493,Sweetwater Investments Inc.,16398 Ne 85th St.,Suite #201,Redmond,WA,98052,(425) 861-0112,sweetwaterinv.com,"$387,987,250 ",150,"$2,586,582 ","$1,187,923,000 ",15,"$79,194,867 ","$1,575,910,250 ",165,"$9,550,971 "
107517,Sym Financial Advisors,801 Park Ave,,Winona Lake,IN,46590,(574) 267-2300,sym.com,"$699,983,963 ","1,872","$373,923 ","$163,586,617 ",376,"$435,071 ","$863,570,580 ","2,248","$384,151 "
110105,Symmetric Advisors Inc.,13911 Ridgedale Dr,Suite 250,Minnetonka,MN,55305,(952) 541-1605,symmetricadvisors.com,"$29,791,230 ",285,"$104,531 ","$49,306 ",3,"$16,435 ","$29,840,536 ",288,"$103,613 "
120982,Symmetry Partners,628 Hebron Ave,"Bldg 2, 5th Floor",Glastonbury,CT,6033,(860) 734-2000,symmetrypartners.com,"$3,029,000,000 ","23,141","$130,893 ",$0 ,0,,"$3,029,000,000 ","23,141","$130,893 "
125058,Symphony Financial Services Inc.,529 N. Cleveland Massillon Rd.,Suite 200,Akron,OH,44333,(330) 434-2000,symphony-financial.com,"$160,000,000 ",550,"$290,909 ",$0 ,0,,"$160,000,000 ",550,"$290,909 "
129004,T.T.G. Financial Inc.,4700 Dressler Rd. Nw,Suite 200,Canton,OH,44718,(330) 491-2220,teamttg.com,"$39,000,000 ",75,"$520,000 ",$0 ,0,,"$39,000,000 ",75,"$520,000 "
129959,Tabr Capital Management LLC,500 N. State College Blvd,Suite 1320,Orange,CA,92868,(714) 704-9180,tabr.net,"$159,914,776 ",662,"$241,563 ",$0 ,0,,"$159,914,776 ",662,"$241,563 "
132451,Tactical Allocation Group LLC,139 S. Old Woodward,,Birmingham,MI,48009,(248) 283-2520,tagllc.net,"$450,425,261 ","1,438","$313,230 ",$0 ,0,,"$450,425,261 ","1,438","$313,230 "
152506,Taddei Ludwig & Associates Inc.,"999 Fifth Ave., Suite 230",,San Rafael,CA,94901,(415) 482-1561,tlafinancial.com,$0 ,0,,"$135,536,624 ",529,"$256,213 ","$135,536,624 ",529,"$256,213 "
116959,Tag Associates LLC,75 Rockefeller Plaza,9th Floor,New York,NY,10019,(212) 275-1500,tagassoc.com,"$419,300,000 ",43,"$9,751,163 ","$6,438,100,000 ",985,"$6,536,142 ","$6,857,400,000 ","1,028","$6,670,623 "
